firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
31480,0.70342866,0.0718768518,-0.724466056,0.0280245603,0.434357229,1.3212449622,0.1105220228,0.0651074145,0.3159373957,0.0035358406,0.430964671,-0.014341064,-0.220075708,0.0876952009,0.0143410638,40.0,0.0318463482,0.2781546811,-0.011463028,0.0703038719,0.1242736444,-0.110038257,0.0427198791,-0.080117784,0.5123454,0.0,5.3020229064,0.0168048268,2.7434924885,-0.07396246,8.8932743922,8.0729763816,0.2834619639,0.0,0.0,1.0,0.0,0.0,0.4382307834,7.0,-0.007031406,-0.099604216,-1.274181304,-0.472329072,0.2235033492,-1880.893373,0.0506976226,11.550021652,-0.006990271,0.004846085,0.00780885,0.0195231779,0.110689148,-0.007251899,0.0,-0.009580018,-0.570310798,-0.016693068,6.0,10.368704704,0.3396286812,0.0,0.0413793623,0.0206278521,0.0350593111,0.6361510209,1.8476849506,6.6468566e-08,4.2673705e-08,0.4013427311,0.1610759878,-0.614019525,0.0256909065,0.0396045766,-0.037585197
14276,0.3045130594,-0.139614291,-1.368470506,0.0,2.4811768056,2.3107814113,0.0395170143,-0.20125,0.2046875,0.0072115385,-0.115595611,0.0003474635,0.0078740157,-0.140713616,0.0003474635,40.0,-0.003127172,-0.170454545,-0.104388581,0.0908343643,0.3759541985,0.495073673,-0.0015625,-0.558917197,0.5787374804,0.0,2.5876460768,0.1618806585,2.0050083472,0.1000820752,2.952247191,5.077294686,0.0291120815,0.0,0.0,1.0,0.0,1.0,0.9394904459,3.0,-10.99682265,-0.253016697,0.2771549163,-0.962177579,-0.067520373,-2204.455903,0.0318276958,12.85568038,0.0003505082,-0.00679983,-0.072072072,-0.133537902,0.2480620155,0.0383014797,1.0,0.0625071031,0.6516020242,0.098665813,0.0,12.870569237,0.8220809221,0.0,0.0801887214,0.0486727268,0.0707423439,0.4344921343,2.1767169709,2.3477777e-08,2.2632692e-08,1.8304650291,3.3506022229,0.0980090058,0.0556953982,-0.087689528,-0.052858409
11762,0.496438761,0.0563863359,6.134,0.0292152293,0.5563158294,0.7092162004,0.0706009245,-0.055281621,0.2212110112,-0.015154704,-0.050354305,-0.002463054,-0.047406581,0.0590594193,0.0024630542,40.0,0.001332947,0.0,0.0229520094,0.0060126039,0.252,0.0135529906,0.0012679271,-0.059853493,0.2082457276,0.0,1.512605042,-0.148672411,1.0591970121,-0.180202533,21.980506823,6.1499863649,0.1507792279,0.0,0.0,0.0,0.0,1.0,0.4540527664,7.0,3.0973029386,-0.16724053,1.3115932194,-0.704718873,0.1507082261,26679.311793,0.0446872923,16.967221578,0.0050484996,0.0163628578,0.0351742275,-0.012519185,0.0131986863,0.0183865831,1.0,0.0004445103,1.0995104438,0.0174797336,4.0,17.634396326,1.7343444469,0.0,0.037021365,0.0168441499,0.0314698997,0.2781633782,2.6495311727,7.81532e-11,1.4515196e-08,1.6571911848,2.746282623,0.0028823692,0.0232680697,-0.142935478,-0.044958966
70578,0.233431769,0.03837829,79.856562786,0.0110623155,0.385588862,0.4556544481,0.1056073451,-0.008647162,0.3808570774,-0.004257227,-0.01165444,-0.031342703,-0.509477885,0.05793118,0.0313427034,40.0,0.0074162728,0.0443686007,0.0774970951,0.0121364738,0.2828951682,0.0102898075,0.0271840705,-0.003866944,0.2323021262,0.0,1.1104500068,-0.175458254,0.7760452287,-0.19816704,68.132156489,5.4366695854,0.169942867,0.0,0.0,1.0,0.0,0.0,0.981809022,7.0,47.631000815,-0.164254639,-8.586970907,0.5475457758,-8.699420804,25793.269603,0.0248274717,17.276687437,-0.003222221,0.0156866819,0.0439528453,-0.005367731,0.0161625202,-0.014172735,1.0,0.0,0.8754988007,0.0528514553,5.0,17.040413462,0.8997292811,0.0,0.0372115634,0.0199619153,0.0242935978,0.3089541592,2.1018672065,8.928552e-11,2.2022438e-08,1.0395321997,1.0806271942,-0.015353659,0.0156257188,-0.185412613,-0.081075922
82855,0.6106953608,0.0567278928,-7.738200672,0.0276454477,1.2874944642,0.5692923381,0.0362833274,0.0979844869,0.0841639486,0.002142181,0.126240261,-0.051974916,-1.661547885,0.1509840032,0.0519749165,40.0,-1.8133e-05,0.0,0.0305078159,-0.074363137,0.0334928633,-0.050445399,0.1009551059,0.0428264322,0.4732309907,0.0,1.1084058534,-0.147439246,0.8461964813,-0.124038325,22.652700968,12.892924893,0.0892252257,0.0,0.0,0.0,0.0,0.0,0.1845951561,4.0,-0.756252136,-0.25907521,9.3309140737,-11.35460617,0.0599735141,-6130.535679,0.0257826007,14.319116456,-0.001819993,0.0068448653,0.0216064352,-0.023125618,0.0032678801,-0.053040078,1.0,-0.003750721,-0.205975174,-0.004775217,5.0,14.453554828,1.0919480605,0.0,0.0377789475,0.0186300602,0.0241969242,0.337329204,1.7709398301,2.0181806e-09,2.4503741e-08,0.5150914566,0.2653192087,0.1306497241,0.0235711925,0.2174322384,-0.050501449
32054,0.9344944778,-0.230887134,-0.546631948,0.0382923448,0.2314563022,0.838563353,-0.170447462,-0.181226384,0.2365872343,0.018205936,-0.072029243,-0.066407705,-0.372463537,-0.144890096,0.0664077046,32.0,-0.007337486,0.123100304,-0.121705388,-0.007566327,0.3365302808,-0.067992985,0.0025646814,-0.204414015,0.6240680528,0.0,3.994751773,-0.133261321,2.5963356974,-0.207070158,2.7621775509,3.3195919304,-0.769537629,0.0,0.0,0.0,0.0,1.0,0.2868257052,2.0,3.0384704854,-0.044140226,1.7496489361,-1.025344342,-0.053241289,-4929.421487,0.0446872923,12.157320744,0.0037161205,-0.028765142,-0.035889714,0.0488362925,0.2587225761,-0.00377776,1.0,0.0056925996,-0.047245109,0.0660753893,3.0,11.711872314,0.5610991529,0.0,0.0789980441,0.0287450636,0.0448495832,0.4592659315,1.2097508674,4.7697089e-08,4.9799509e-08,1.2108971554,1.4662719209,0.0677165081,0.0429159778,0.5793912027,-0.044958966
32062,0.8681081026,0.0823686266,-0.010263017,0.0,0.1682006506,0.5301256852,-0.162060302,0.0916012372,0.3406297089,0.0002945508,0.6597325409,0.0630189967,0.7595978062,0.0198015985,0.0630189967,34.0,0.012436962,0.064516129,0.0764409112,0.0382748947,0.1823734729,1.0177137871,0.0118962646,0.0237059398,0.784532694,0.0,11.328236493,-0.677813499,10.080530071,-0.683885817,0.7833778371,9.5406504065,0.7279329609,0.0,1.0,0.0,0.0,1.0,0.3798277546,4.0,-9.987386431,-0.018046023,0.8407499594,-0.064741681,0.092994841,-3100.823147,0.0318276958,9.3745081496,0.0116509123,0.036648441,0.0425276515,0.0206843058,0.6215544345,0.0004715271,0.0,0.0211152288,-0.913296999,0.0429462385,3.0,7.1361490026,0.1469375736,0.0,0.054131072,0.0383758584,0.0397096652,2.2605235154,1.5257377162,0.0001172916,2.2105264943,0.1675021681,0.0280569763,0.9996681244,0.0313488388,-0.054895263,-0.052858409
22103,0.2321215435,0.0492504154,7.2961387425,0.0277564055,0.3213778856,0.5628586138,0.2063393708,-0.021609809,0.4364857756,-0.014228908,0.0012148932,-0.063205695,-0.719608756,0.0846914457,0.0632056946,40.0,0.0066273932,-0.125379939,-0.005350845,0.0276236155,0.2185691741,-0.037922011,0.0194650156,-0.044024563,0.4093491335,0.0,1.2854270168,-0.108884353,1.0421102437,-0.127186884,7.7919974595,4.8888224746,0.2126914973,0.0,0.0,0.0,0.0,0.0,0.9983939537,7.0,-10.02856257,-0.207942091,0.2047634003,-0.933473245,0.1578846881,40479.435997,0.0318276958,17.215033485,-0.004459486,0.0245559039,0.0632428796,-0.022003197,0.1446045005,0.0180534519,0.0,-0.000541223,0.4659716287,-0.035600996,6.0,17.811894543,1.5163853281,0.0,0.0309417285,0.0179234124,0.0277881197,0.2087161561,1.7148181467,6.227978e-11,1.5161664e-08,1.2407666674,1.539501923,-0.022009565,0.0205483115,-0.017589381,-0.052858409
81124,1.5326877325,0.0528599672,-0.599099693,0.127374238,0.1107183147,2.131236806,0.3046811945,-0.215598935,0.1722293026,0.0,0.0035434067,-0.036390122,-1.359218172,0.1247081951,0.0363901225,41.0,-0.012997483,-0.023809524,-0.019350114,-0.008568126,0.974025974,0.5717237308,-0.014750975,-0.23753959,0.8376838795,0.0,17.487370838,-0.105296253,16.190298507,-0.108908848,1.7352051836,9.7887649096,0.4972208186,1.0,0.0,0.0,0.0,0.0,0.1896010446,5.0,3.1100929724,-0.191050054,2.3478421908,-1.376891976,0.2163570019,-5083.360607,0.0446872923,10.188192718,-0.002157444,0.0019464955,0.0020791092,-0.204348158,0.6949628963,0.0003442872,1.0,-0.016841008,-0.324291019,-0.015321363,3.0,8.9425834089,0.2477085637,0.0,0.0625000075,0.0249424667,0.0659805438,1.1724708635,1.1031781951,1.312774e-06,8.3553768e-08,0.8102120354,0.6564435423,-0.112205518,0.0519273032,-0.437985361,-0.044958966
23042,0.6057682494,0.0518945112,-43.03931196,0.034322315,1.2427506957,0.5044833538,0.0548500582,0.1143150843,0.0991037484,0.0101059381,0.1520056319,-0.037095664,-1.253595219,0.1169492224,0.0370956636,40.0,0.0039635738,0.0,0.0975888816,-0.067806966,0.0383112981,-0.031557647,0.0829800773,0.0442260803,0.4773479276,0.0,1.3231262829,-0.182595427,0.9752057161,-0.157370333,95.495535061,5.7910249012,0.0934667608,0.0,0.0,0.0,0.0,0.0,0.227751982,4.0,-0.760291285,-0.25907521,9.3259869622,-11.15157769,0.0259387333,-6449.164139,0.0257826007,14.066340874,-0.001180824,0.0028119534,0.0085755037,-0.015985591,0.0027596319,0.0210220597,0.0,-0.005504587,-0.287685633,0.0298100647,6.0,14.8986431,1.766119471,0.0,0.079096064,0.0250239469,0.0289315593,0.4804048596,7.4105300541,1.3045633e-09,1.1622441e-08,0.249145987,0.0620737229,0.6387680817,0.0271532983,0.5337323443,-0.050501449
32548,2.7490185751,0.1937378089,-4.338585232,0.0,0.9365561669,3.3361900571,0.0737435069,0.1341054629,0.2934935568,0.0,0.2475877029,-0.032451295,-0.634736613,0.3167102896,0.0324512953,17.0,0.0289801921,0.0283911672,0.1394386591,-0.011238206,0.1274213858,0.0614548887,0.0569886948,0.1048110443,0.6526890828,0.0,3.6031342786,-0.127769734,2.2664295581,-0.085435162,4.8650944748,2.7699363622,0.3525692226,0.0,0.0,1.0,0.0,0.0,0.40650628,6.0,3.7722283944,-0.079093463,2.2796009469,-2.808110889,0.2756121232,-10416.77229,0.0588548821,10.422004527,0.0005240783,0.007877608,0.0112532275,-0.103423695,0.2334526355,-0.006720535,0.0,-0.027863777,6.2167856456,0.0314598884,4.0,9.9430312791,0.4094621428,0.0,0.0754716992,0.0726693521,0.0667309764,1.05126433,3.8287593832,1.0494801e-06,5.195472e-08,1.1556318149,1.3354848917,0.3060526892,0.0687199867,-0.258907833,-0.115601629
26470,0.7346733666,0.0214388135,-183.1412575,0.0073807197,0.5860111608,0.2892117304,0.0561612123,-0.073080415,0.1234567845,0.0039803873,-0.276430831,-0.09495575,-6.080105978,0.1517890715,0.0949557501,40.0,-0.005968275,-0.548387097,-0.226874874,0.182437027,0.1079369688,-0.746608793,0.6449183884,0.1947450314,0.4690430489,0.0,1.6407679142,3.1272324815,1.6153343696,3.2792663029,725.80669546,8.5249305547,0.2021672213,0.0,0.0,0.0,0.0,0.0,0.2728414332,7.0,-0.793369251,-0.875532671,9.4548920795,-11.47302227,0.0607785824,-3094.444399,0.0257826007,14.837675652,-0.008631203,-0.017917098,-0.032831771,-0.025390405,0.0002571243,0.2310982289,0.0,-0.001171303,0.3642108755,-0.058101889,4.0,16.078005851,2.6184907371,0.0,0.1049803048,0.0548717227,0.0731679241,0.1750906138,5.5050552159,6.993257e-10,5.1061518e-09,1.6958033921,2.8757491446,0.059885317,0.037505425,-0.231498224,-0.050501449
32986,0.6445081136,0.0605234499,-31.9515926,0.0305414572,1.150352565,1.0318279541,0.0719190744,0.0824017578,0.108978879,0.1075463372,0.0277015339,-0.054450093,-1.553287074,0.1545337424,0.0544500927,31.0,0.0041570949,0.0086864407,0.2713816919,-0.097181805,0.0377624962,-0.031250827,0.0957193472,0.1960243512,0.4702705756,0.0,0.8519628837,0.2200720571,0.5394158019,0.2189231996,116.9226182,14.388223646,0.1000700743,0.0,0.0,0.0,0.0,0.0,0.2846606875,7.0,-0.757113459,-0.250388769,9.3647268264,-11.54203239,0.0635232533,-2953.721999,0.0257826007,15.770517823,0.0006383725,0.006304833,0.0179256322,-0.049411328,0.0048571167,0.0837964033,0.0,0.000975039,-0.20553113,-0.007896394,4.0,15.804485422,1.1646366359,0.0,0.0316291302,0.0154867984,0.024872285,0.3635665361,2.9600727883,2.764595e-10,1.8808769e-08,0.4448120668,0.1978577748,0.1293689193,0.0233059649,0.2832035125,-0.050501449
52476,0.227850849,0.0380493623,34.212049135,0.0126140782,0.2526543935,0.2523229892,0.1438147334,0.0295821494,0.3506024362,-0.020508614,0.1094638228,-0.054004189,-0.677191072,0.0638160507,0.0540041892,40.0,0.0,0.0714285714,0.0575111767,-0.007992517,0.6713240186,0.0229193512,-0.023304478,-0.043725823,0.1243034102,0.0,0.7351476127,-0.248865988,0.7351476127,-0.248865988,13.603573423,7.2253855279,0.2454241673,0.0,0.0,0.0,0.0,0.0,0.6620159082,6.0,-10.12024364,-2.370037577,4.0058736182,-0.777484254,1.0583883286,5421.4564416,0.0288563477,16.344016236,-0.002119044,0.0241566921,0.0516928235,0.0055942652,0.0271726093,0.0108837771,1.0,0.0005149861,0.8274670887,0.0140138636,7.0,16.582835354,1.2427012167,0.0,0.0395991616,0.018942396,0.023606964,0.2369665165,1.9494342623,1.464781e-10,1.407541e-08,0.8186700579,0.6702206637,0.0016764754,0.0184044414,-0.174782533,0.0078028109
24328,0.3993454166,0.0336005701,2.0732746195,0.0015865537,0.4959853317,0.215209946,0.1129618147,0.2321113867,0.1803386889,0.0047188569,0.1550169696,-0.094171223,-2.668993812,0.1232802837,0.0941712232,40.0,-0.00141932,0.0795805059,0.3263670301,0.0445368778,0.0674119816,-0.139843997,0.2584242549,0.1358254758,0.5544714486,0.0,2.284788219,-0.047429355,2.2798150883,-0.034384245,2.2922252882,8.0687064051,0.2005491272,0.0,0.0,0.0,0.0,0.0,0.3937131269,6.0,-0.760711743,-0.179494704,9.1195641294,-11.23956434,0.0322697946,3733.5876006,0.0257826007,16.058114182,-0.010885886,0.0004236848,0.0011476527,-0.006984125,0.1442756697,0.5427276226,0.0,-0.000614704,1.0611248991,0.0124336388,5.0,17.093755292,2.7520959634,0.0,0.088486135,0.0358175777,0.0513998763,0.2840402433,5.0996922895,2.024472e-10,6.9207733e-09,1.3620903888,1.8552902273,0.0932968741,0.027107212,-0.229012945,-0.050501449
33532,0.4250299508,0.0631776328,18.519611277,0.0250627492,0.1803817283,0.6531984925,0.0923789966,-0.099264654,0.3016397369,0.0249688804,-0.294655584,-0.044105168,-0.445934807,0.0913507383,0.0441051676,37.0,-0.033588409,-0.280864198,-0.157028782,-0.028265615,0.3779751638,0.2242859465,-0.098060208,0.0207378773,0.3665754491,0.0,2.1688086688,0.1664129463,1.4198954199,0.1721939943,29.469243913,4.2916018663,0.3848850968,0.0,0.0,1.0,0.0,0.0,0.4818145643,6.0,-0.332207283,-0.250685776,0.1138868178,-12.09931878,0.1202116047,-1309.536011,0.1187585399,12.052793284,0.0003770486,0.0258036615,0.0357146816,0.0222787377,0.024144,0.019737024,0.0,0.0021750952,-0.418886531,0.0672100578,5.0,11.181479575,0.3459469617,0.0,0.0999999419,0.0363430589,0.0452204299,0.5976449119,1.1210496467,1.0740923e-07,6.9863458e-08,0.3836882878,0.1472167022,-0.239688289,0.0436123011,-0.434091598,-0.048247303
31691,0.5208642058,0.0536002964,1.9234905515,0.0385457362,0.0574733935,0.4518388792,0.2045390603,0.0600654361,0.2342119884,0.0061674009,0.2406397674,0.0752449732,0.7888784166,0.0113161794,0.0752449732,41.0,0.0291870187,0.0,-0.011239267,0.5340167107,0.1784713886,0.0574034924,0.0350638928,0.0433096097,0.7418888889,0.0,9.9858889934,-0.170754575,6.3527751646,-0.179471996,2.0611461054,4.0077669903,1.1774821544,0.0,0.0,0.0,0.0,1.0,0.2559449523,4.0,45.166369588,-0.119958931,8.8145538505,-1.63615188,0.2872436153,-5149.666616,0.0587429544,10.964491443,0.024908945,0.0161806543,0.0179328013,0.0315573218,0.3790472863,0.0094566721,1.0,0.0209484036,-0.672229274,-0.011869358,3.0,8.5763107959,0.142594166,0.0,0.042003192,0.0157807497,0.0132479084,1.2301493886,1.196419293,3.3996964e-07,2.2105264351,0.16640945,0.0276921051,1.0855614069,0.0406416743,-0.039914675,-0.044958966
42550,0.0838337251,0.0464435425,40.328295098,0.0118271695,0.1614555979,0.4650038853,0.3275461015,-0.071838219,0.5316242163,-0.049851134,0.0742661223,-0.001330885,-0.007301022,0.0467826278,0.0013308852,40.0,0.031964689,0.0430408049,0.024140978,-0.009588648,0.1305402798,-0.118152363,0.0546789887,-0.264490399,0.5477585486,0.0,3.069968499,-0.152846223,1.7282092162,-0.274452236,22.673174568,7.7126217376,0.3492894597,0.0,0.0,0.0,0.0,0.0,1.2036796355,4.0,47.613398598,-0.165582435,-8.736568951,0.3700495618,-8.710569356,-525.031577,0.0248274717,15.329742905,-0.00223995,0.0466998497,0.1326130642,-0.010830498,0.0977231343,0.0362864726,0.0,-0.001126405,1.9867509445,-0.061045699,6.0,15.219248036,0.8097327707,0.0,0.0332555473,0.0153292673,0.0299133782,0.2887976619,1.4457414803,6.171368e-10,2.5117164e-08,0.85276645,0.7272106182,0.2257400162,0.0198316249,0.0715598827,-0.081075922
87696,0.4643810646,-0.093717314,3.6539079898,0.0,0.1255982893,0.3377116012,-0.066161401,-0.063255872,0.2802655046,0.0086614839,0.2339380042,-0.107049684,-0.696664443,-0.028427794,0.1070496842,30.0,0.006099259,0.0480769231,0.2930690541,-0.007578084,0.7213636538,0.1444582534,0.0254717637,-0.120544647,0.3773789262,0.0,2.326733063,-0.549959423,1.7211549817,-0.616018856,2.9339344233,5.5645216675,-0.479497755,0.0,0.0,1.0,0.0,1.0,0.3300207203,2.0,2.7784164987,-0.119163607,1.2795355229,-0.257360642,0.0632210132,-4639.324907,0.0446872923,12.492313054,-0.003771651,-0.008315083,-0.010564012,-0.005395549,0.1997835917,-0.091694196,3.0,-0.001022495,2.5294839348,-0.108871873,3.0,12.915622483,1.2116146939,0.0,0.0476190485,0.0266847863,0.0381202387,0.54687196,1.9649859222,2.6475585e-08,2.8503081e-08,1.2704107234,1.6139434062,0.1715577175,0.039472147,-0.173649059,-0.044958966
87717,0.2185330238,0.0440816322,5.8493049823,0.0145774611,0.1192191725,0.7678239071,0.3012125429,-0.041099412,0.2697640848,-0.053798265,0.0978113715,-0.006122203,-0.047966505,0.046196074,0.0061222033,31.0,0.0,0.0546369518,0.079678211,0.002087915,0.0915501983,0.0723434261,-0.000389742,-0.10378778,0.7399983932,0.0,2.326986744,-0.161607314,2.326986744,-0.161607314,6.7856411179,5.3110824713,0.4376063391,0.0,0.0,0.0,0.0,0.0,0.3901067881,6.0,-0.647126535,-2.574799482,-0.098641725,-0.854958863,0.1283797084,6970.1307952,0.1414151747,15.921455614,0.0048321809,0.0400030165,0.0611774901,0.010598575,0.3521971099,0.0095233629,2.0,0.0017351697,2.0165927161,0.0352616981,5.0,16.800184287,2.1053347391,0.0,0.0252900273,0.0151560895,0.0253809341,0.3666232331,5.085579718,1.500115e-10,9.7252384e-09,0.7764072177,0.6028081677,-0.065304769,0.0237005367,-0.11165572,-0.15644935
33823,0.6908694631,0.0085893205,2.945206383,0.0099628982,0.2872650524,0.9033548031,0.0653601932,-0.08845361,0.2845660233,0.0163374964,-0.050221174,-0.092998885,-11.10436137,0.1039682393,0.0929988846,35.0,-0.006300808,-0.093693694,-0.033458508,0.0424327352,0.2060625049,0.0389417414,0.0020032251,-0.103459651,0.4143099499,0.0,2.9253106928,-0.076117906,1.6917374185,-0.077696481,21.549042553,5.7057829357,0.2280805239,0.0,0.0,1.0,0.0,0.0,0.3930679661,6.0,7.1080158281,-0.23189939,0.3252560566,-0.352726464,0.0962771964,-4226.779079,0.0410566741,11.371768752,-0.003327161,-0.006248934,-0.009267977,-0.045915623,0.0496093305,0.0543009107,2.0,-0.01,0.1379721325,0.1623612712,5.0,11.790868484,1.0847405948,0.0,0.0626087189,0.0451831239,0.0900056174,0.4220908659,1.5911982426,1.2879939e-07,2.8149424e-08,1.5109280388,2.2829035384,-0.051064132,0.0456317427,-0.256517079,-0.139442516
87725,0.4734469728,0.0440434869,39.68397377,0.0058041804,0.2062085304,1.0824359836,0.0836982009,0.2076003179,0.2593334556,0.0105581523,0.5101273429,-0.053642181,-0.756625203,0.0773678992,0.053642181,30.0,0.0984398565,0.2328966521,0.1238870447,4.80632e-05,0.1136680459,-0.039919433,0.1631796999,0.1106882078,0.5172263011,0.0,2.2567182604,-0.303375132,0.9605608837,-0.424168275,134.09114754,7.9861357911,0.415659627,0.0,0.0,0.0,0.0,0.0,0.3408441784,5.0,-0.190431263,0.2349618439,-0.405527232,0.5036077887,-0.023991117,-2105.38466,0.0979159386,13.029998067,-0.000710208,0.0212661064,0.0290171724,0.0109886827,0.045945001,-0.021074583,1.0,-0.00855615,-0.315020485,-0.028509269,5.0,12.684709777,1.0907706093,0.0,0.1849741787,0.0488033247,0.0507107977,0.6046764443,4.4716981145,1.0394573e-08,1.6287601e-08,1.6475746016,2.7145020678,0.1006959889,0.0447031531,0.7741978193,-0.245186746
11850,0.4490393425,0.0837318988,10.850676256,0.029785074,0.4336678962,0.9391850739,0.0470296005,0.0077420359,0.189286291,-0.030911188,0.0127229982,-0.036179756,-0.387330873,0.1161638483,0.0361797556,40.0,0.0015596703,0.004,-0.065302232,-0.027182838,0.0684574224,-0.029236936,0.0369512814,0.0022758228,0.4835137785,0.0,0.8186220661,-0.010001196,0.5605805084,-0.068698576,78.308930872,13.023064015,0.2976441558,0.0,0.0,1.0,0.0,0.0,0.3736487302,3.0,0.2013098028,-0.019283544,0.7402229881,-0.162475547,0.2772188081,102727.5887,0.0739470786,18.548708969,-0.006531209,0.0122171326,0.0244704398,-0.093551953,0.0125710676,0.0757741696,0.0,0.0004807692,0.5310421803,-0.061859636,6.0,18.697706511,0.8429996426,0.0,0.0458691493,0.0243902346,0.0304985038,0.2471222592,1.3171978275,1.239904e-11,2.2880076e-08,0.9821108699,0.9645417608,0.0180628782,0.0187074588,0.08026672,0.0538232555
19166,0.2012987938,0.0522022158,31.196580274,0.010561446,0.4967036228,0.5310579154,0.1356613757,0.0201138447,0.2853950183,0.0032509068,0.0309573858,0.0043874164,0.0584530108,0.0491508391,0.0043874164,40.0,-0.009814953,0.0714285714,0.0420408795,-0.004615522,0.08781047,0.1587083478,0.0049663814,0.0070404001,0.4642886434,0.0,1.5360134003,0.0361962046,1.2028371022,0.0589721133,36.873972603,2.1840752962,0.1375880424,0.0,0.0,0.0,0.0,0.0,0.9370969864,7.0,47.601134504,-0.137194669,-8.619103882,0.3614625775,-8.708201145,2055.759583,0.0248274717,15.378488471,-0.00362764,0.0101850632,0.0377029758,0.0131311567,0.0674892583,0.4333279295,1.0,0.0,0.100368779,0.0125965334,5.0,16.192596961,1.9677156282,0.0,0.0350668728,0.0227453163,0.0369064345,0.2804348692,2.5603835251,3.842553e-10,1.140976e-08,1.2490526195,1.5601324462,0.0192767232,0.0243681021,-0.106678383,-0.081075922
24205,0.4229665125,0.0523504947,-4.317428571,0.0267805168,1.1629880091,0.3614838827,0.052428525,0.0811329466,0.100222203,0.0183908046,0.0681738384,-0.042084099,-1.231237323,0.1168063777,0.0420840989,40.0,0.0019274101,0.0,0.1245375264,0.0932044091,0.045794812,0.1161823792,0.0624765533,0.1039911308,0.4385162487,0.0,0.7186174066,0.1303278585,0.5849115182,0.1462469483,21.144099379,7.8837424734,0.0946174088,0.0,0.0,0.0,0.0,0.0,0.3151330377,8.0,-0.725222734,-0.25907521,9.1431852253,-11.44526444,0.0257958886,39344.240401,0.0257826007,17.756052527,-0.000237463,0.0095557127,0.0353842352,0.0074459225,0.0071372132,0.3138015541,1.0,0.0002040192,0.7775134412,0.0159523063,5.0,17.815440013,1.0926733246,0.0,0.0314865746,0.0120762797,0.0199900281,0.3300419921,2.2847054001,2.555157e-11,1.8451492e-08,0.4389429905,0.1926709489,-0.151798323,0.0214019789,0.1009587078,-0.050501449
34367,0.2299348853,0.0016655469,3.8446029076,0.0,0.3855587884,1.3944663991,0.0793820482,-0.094801579,0.8310823249,0.0057964014,-0.002517959,-0.10363622,-38.57395143,0.0687932193,0.1036362202,40.0,-0.080935479,-0.033586132,0.0331238881,-0.042230353,0.2680568952,-0.062075455,-0.034266672,-0.216368923,0.6010455128,0.0,2.0915158615,0.0210518498,1.3127447051,0.1677315021,13.706329877,13.413652447,0.1643104104,0.0,0.0,1.0,0.0,0.0,1.9191913916,6.0,-7.915247428,-0.225361664,0.0573874447,-0.866838044,0.0301001232,-11070.05013,0.0443391772,13.052987734,0.0013862956,-0.008745971,-0.021445171,0.0060925298,0.1652963564,0.0114133963,1.0,0.0021276596,4.6983099757,0.1799742207,4.0,12.827452561,0.6098215884,0.0,0.049802918,0.0331624611,0.0377033937,0.451957517,1.1880178581,2.2156614e-08,4.4522821e-08,0.7279630733,0.5299302361,-0.15904075,0.0509888752,0.3868976874,0.1002643916
92640,0.3338902853,-0.069594997,-6.295281295,0.0,2.5509880603,3.0311106913,0.0318154403,-0.016012253,0.186856029,0.0,0.1033864899,-0.062600884,-2.654761905,0.1151631505,0.0626008843,40.0,0.0206330269,0.0976849238,0.0782493369,-0.019054388,0.1546296296,0.071888385,0.0458089669,-0.459060403,0.4481095231,0.0,1.7427635172,0.6194231321,1.0791916985,0.4666537679,22.039156627,5.156448203,0.0282817957,0.0,0.0,1.0,0.0,1.0,0.8201342282,4.0,3.7223828772,-0.009799706,-0.175962614,-2.528902359,0.0740649841,-8074.041126,0.0588548821,13.600242869,-0.000538793,0.0020158581,0.0157894737,0.0469088293,0.0321428571,-0.042365895,2.0,0.0176211454,1.2515337047,0.14494952,3.0,12.557022418,0.2556263471,0.0,0.1231884658,0.0588046951,0.0871199563,0.4361195055,0.6176181427,3.8139807e-08,7.4674205e-08,2.4454940977,5.9804413819,0.0463367816,0.0626006396,-0.401897232,-0.115601629
47706,0.3850777202,0.0652849741,11.523026316,0.0058031088,0.2975129534,0.9518134715,0.1497692185,0.021557072,0.3850806452,-0.00477707,-0.022804629,-0.014269275,-0.147619048,0.0749222798,0.014269275,40.0,0.0171845033,0.0588235294,0.0789380947,0.0533008474,0.2158273381,-0.030296889,0.030707196,0.0586894587,0.3198777896,0.0,2.0884255931,0.0430328951,1.2185478073,0.0377613311,30.213815789,8.5362453532,0.2685488036,1.0,0.0,1.0,0.0,1.0,0.6965811966,7.0,3.6394551062,-0.0486611,-0.124775179,-2.481843535,0.0338241134,-9523.007736,0.0588548821,13.731241281,0.0071374336,0.0280431433,0.0494968725,-0.031333171,0.05433631,-0.001577709,1.0,0.0020120724,0.841342995,0.041855162,4.0,13.436811594,0.6848849875,0.0,0.0437544025,0.0238816389,0.0289851017,0.3390433009,0.9667324765,7.3016335e-09,3.8002361e-08,1.5632337419,2.4436997317,-0.005058811,0.0354742198,0.0095636507,-0.115601629
