firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,cfp,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,tb,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
64506,1.5669565217,-0.384521739,-17.11449275,0.0,1.6267826087,5.2939130435,-0.135113726,0.0763591247,0.4423640875,0.2568306011,0.012009088,0.0612173913,20.0,0.0451952849,-0.034482759,0.153030303,-0.098165196,-0.019995492,0.0986245244,0.0561696368,0.1567595327,0.5749884732,0.0,2.1625139978,0.0972761999,0.8124300112,0.1353644723,44.115942029,6.8435251799,-0.201537882,0.0,0.0,1.0,0.0,0.0,0.9417126717,6.0,-0.039482384,-0.122798655,1.2189471716,-1.922609751,-0.962703401,0.0052475279,-554.7752937,0.0330202494,7.3194509368,0.0,-0.075971628,-0.159763314,-0.288652471,0.0206341881,-0.0050246,0.0,-0.265457183,-0.43620178,0.0259740259,2.0,5.6122152811,0.2237681159,0.0,0.2222222239,0.1051793178,0.0773411064,1.4482423904,1.5007751743,0.0001213195,3.81818188,0.4131482701,0.1706914931,0.8535179828,0.0990123901,-0.499999994,0.37911895
82449,1.413630094,-0.046029923,-14.4357609,0.0,2.8549633826,6.2032993523,-0.025885447,-0.004116618,0.2363972635,0.0686372745,0.0003882915,0.2414013764,14.0,0.0032682018,-0.080817916,-0.050270143,-0.319203368,-0.080097843,0.0985239967,0.0517858563,-0.013092121,0.5112770334,0.0,0.9663501084,-0.19366948,0.6305989681,-0.207377769,51.944325482,11.675597626,0.0789571917,0.0,0.0,1.0,0.0,0.0,0.5820042847,3.0,-0.00036655,-0.138117623,0.9005436712,-1.007685302,-1.17014167,0.1733960384,-1868.667484,0.0350142835,9.4628485319,0.0046676096,0.0059046904,0.0165004956,0.410714328,0.0205035745,-0.053120235,1.0,0.0241675642,-0.655054962,0.0769230798,3.0,7.3201960008,0.1137761378,0.0,0.1176470593,0.0620474025,0.1483286746,1.0245796924,1.5869421708,8.1251086e-06,13.363636504,0.2435977551,0.0593398663,0.7986623082,0.0597641822,-0.268356644,0.113296425
51086,0.287109776,0.0628356548,23.580038573,0.0,0.3677785822,1.6284898191,0.0945921607,0.1713403375,0.4864438077,0.005938621,0.3913173816,0.0122789766,20.0,0.087035826,0.1371841155,0.1771309847,-0.078170424,0.0752624579,0.1862589548,0.1386055396,-0.024273806,0.4839583005,0.0,2.1176189749,0.114363717,1.0586853564,-0.021374334,108.99614272,10.009874466,0.2871095308,0.0,0.0,1.0,0.0,1.0,0.9186711224,5.0,0.0027885712,0.0181989516,-0.425097391,-0.169244204,-0.332378459,-0.69736456,-1964.648532,0.0823687897,12.308008554,0.0,0.0413624775,0.0954585372,0.1137612568,0.0646761715,-0.009694994,1.0,0.0054794521,2.8178766715,-0.062678063,3.0,11.233087547,0.5119188571,0.0,0.046875,0.0249689892,0.0336723457,0.8552063596,2.8863137548,3.4439551e-08,2.4021566e-08,1.32431455,1.7538090274,0.2508679083,0.0547458378,-0.18372108,0.0611167386
53671,0.8032828283,0.0986111111,-0.193296089,0.0373737374,0.2404040404,1.8016414141,0.1517912292,0.0959957571,0.6650755768,0.0,0.1435435435,0.0133838384,20.0,0.0379554656,0.010989011,0.1028752512,-0.69834799,-0.012203366,0.1356321839,0.0490586051,0.0825250978,0.6518873699,0.0,3.9713971397,-0.043226765,2.0913091309,-0.038436536,7.9715083799,8.0752688172,0.5037825721,0.0,0.0,0.0,0.0,0.0,0.85026374,4.0,-0.324047533,-0.013895561,2.0466368501,-2.78639924,0.9826673916,-0.24060341,-1775.269389,0.3158916973,8.8340456412,0.0012769761,0.0283354511,0.0343341032,0.0130853994,0.1543695015,0.0072319269,2.0,0.0017906336,0.7283950617,0.019217331,4.0,7.7646674873,0.2143308081,0.0,0.0416666679,0.0189137011,0.0187670915,0.9059916599,1.0982929357,2.0913599e-06,7.6363637257,0.4705452146,0.2214127989,0.0037905474,0.0505813576,-0.020745425,0.0882085826
83601,0.2817280023,0.0474415524,78.654821092,0.0185404089,0.164756422,0.7185220564,0.1275592196,0.1640021689,0.3267493419,0.5074405753,0.1649594984,0.0340236436,20.0,0.034210521,0.1,0.1519088321,0.0282169071,-0.066439285,0.1052961851,0.0991505091,0.163443045,0.5191953697,0.0,2.2884904082,-0.076136725,1.2643212072,-0.091584786,96.808587571,6.7730959571,0.4281626564,0.0,0.0,0.0,0.0,0.0,0.5106198266,4.0,0.0498136456,-0.823511175,-0.343236456,0.145386822,0.2577211725,-0.026772437,1124.799924,0.0352761369,14.434226445,0.0073624522,0.0341422756,0.0539760141,0.0371148444,0.0052471866,0.0097640631,1.0,0.0485,0.5817578453,0.0701287473,5.0,13.970283294,0.601442096,0.0,0.0700636953,0.02891646,0.0335034632,0.6539824585,2.1326748213,4.6423886e-09,2.7417274e-08,0.9128601088,0.8333135782,0.037104516,0.0388124606,-0.058995735,0.1014141319
83687,1.0610724038,-0.204218216,-7.620241952,0.0,2.381404901,2.87953209,-0.007872944,-0.017966411,0.1060580105,0.0072735411,0.3928225229,0.0861958442,19.0,-0.039065741,-0.176444444,-0.197804477,0.0566257368,-0.328985195,0.1466383308,-0.027083233,-0.409100029,0.4440767006,0.0,3.9941889259,0.0690291567,2.594644567,0.1756847139,16.181480732,4.6748883733,-0.015165259,0.0,0.0,0.0,0.0,1.0,0.1372093956,3.0,-0.133354148,-0.535247199,0.4630768448,-5.302353816,-1.221950929,0.0434690038,-323.0048207,0.0506063692,12.838266205,0.0,-0.005481636,-0.028918764,0.1416257698,0.0255940994,-0.016857005,2.0,-0.007018755,-0.033890022,0.0026315786,2.0,12.101409803,0.4830186523,0.0,0.1084337384,0.0391499771,0.0519522668,1.1328129047,2.8761459375,4.6820201e-08,3.8690517e-08,1.5974623365,2.5518859164,-0.293097108,0.0645137078,0.69959182,0.0753179191
83919,0.3304340426,-0.007334359,11.792191442,0.0,0.1890360583,0.1144935798,-0.035827731,-0.031009536,0.1694837225,0.0048492686,-0.428495283,-0.15678956,19.0,0.0,0.12,0.1396981397,-0.14022464,-0.167978683,0.006610338,-0.002038803,0.6093079169,0.5268410425,0.0,1.0945155393,1.0137344245,1.0945155393,1.0137344245,2.7171548117,1.958974359,-0.019197504,0.0,0.0,0.0,0.0,0.0,0.4425553838,3.0,0.3831371315,0.0744690908,-0.220136091,0.0529561107,0.5182465424,-0.300571915,-1362.147621,0.0118085453,11.279887816,0.0017006224,0.0084002698,0.0206232124,-0.000365334,0.0318072771,0.3928276204,1.0,0.0017353381,3.7508494266,0.1742658801,0.0,10.839757367,0.7796698433,0.0,0.112499997,0.0450434991,0.0656997693,0.7972720282,3.3166495258,1.0799087e-07,1.8865292e-08,0.205127605,0.0420773343,3.0314623277,0.0894080879,0.4802083384,0.0594702162
88381,0.4729316985,0.0899852659,48.002879079,0.0100545729,0.2803265523,2.0196411972,0.2021579322,0.0320573914,1.0818763105,-0.109649123,0.1582275174,0.136261596,9.0,0.0105229048,0.0728616684,0.1307808329,-0.149378689,0.0207980368,0.102344234,0.0924639138,-0.030540288,0.4895630719,0.0,1.88183172,-0.151048335,1.0921072226,-0.186787686,306.50671785,17.767022697,0.4965376979,1.0,0.0,0.0,0.0,0.0,1.6147723737,6.0,0.0259667057,0.0155619612,-0.040154724,-0.160122047,-0.125623605,0.068256258,-1801.330483,0.0350142835,11.73664485,0.0138975813,0.0473258946,0.0768269831,0.0278896109,0.023255814,0.0613858699,3.0,0.0019354839,8.6625397883,0.0968413986,6.0,12.302021826,0.8422242122,0.0,0.0204081628,0.0119474517,0.0313446846,0.9358712479,2.7637889451,5.3743146e-08,0.9545454934,1.1912610867,1.4191029767,-0.454656931,0.051523922,-0.451952987,0.113296425
88445,0.7939255146,0.0326422525,-0.17747244,0.0,0.438265475,1.5180538948,0.0648964869,-0.041352198,0.4089179473,-0.022330097,-0.116178955,0.2328462666,9.0,-0.051455988,-0.043280182,-0.154923433,0.0790105485,-0.16651386,0.1609688581,0.0122563962,0.0056475904,0.6685651974,0.0,2.8236658933,-0.045335826,2.1881792649,0.069699508,4.4554683163,11.694213156,0.2717385016,0.0,0.0,0.0,0.0,0.0,0.6314348302,4.0,-0.022885177,-0.100579889,0.2808390918,-1.165023204,-0.214028982,0.1648409286,-1843.391733,0.0350142835,11.202220385,0.0060597072,0.0173343175,0.0279945095,0.0520959903,0.1355167724,-0.004885305,0.0,-0.000909091,-0.589538448,-0.086419734,4.0,12.323019776,2.9546750713,0.0,0.0945945978,0.0308186359,0.0387224037,0.9899276752,9.3082917908,3.0864864e-08,7.1919622e-09,0.7301619169,0.5331364249,8.5629426257,0.0722062855,-0.570852713,0.113296425
68670,0.6125741102,0.0935760725,-0.474752138,0.0165364283,0.5238584068,2.3947653266,0.1500855376,0.1060243584,0.5275663332,-0.002194908,0.0683604876,-0.026927562,9.0,-0.036505396,0.1007751938,0.2256182988,-0.165537777,-0.13844743,0.4774346793,-0.046433232,0.1404056162,0.7263361026,0.0,2.1054299137,-0.00160173,2.0194471758,0.0487694067,8.3332037325,3.502696519,0.2288200947,0.0,0.0,0.0,0.0,0.0,1.0091523661,3.0,-0.203291093,-0.248328003,0.0628761138,-1.990524907,-0.262254619,-0.050656204,-112.2547414,0.0594298188,10.171202859,0.0054227651,0.0225149936,0.0417692658,0.1802885695,0.2007392238,0.0045999946,0.0,0.014940248,6.8066575467,0.2225589249,2.0,8.2032698078,0.797477636,0.0,0.1923076957,0.0418454036,0.0120168116,1.1758126519,5.6407352619,1.4083818e-07,2.0351961e-08,0.2249949326,0.0506227197,0.0242661338,0.0680156382,0.4998738615,0.0304791254
10012,0.2103193654,0.0309992456,51.891230068,0.0,0.1301236769,0.3415403607,0.0796831314,0.9147951312,0.7289559403,0.4002688947,0.2611521418,-0.055140251,9.0,0.2654981767,0.8,0.5305286163,-0.753816432,0.3865137642,0.2095994475,0.5417452426,1.818627451,0.5140801325,0.0,2.9043643264,1.0808409284,1.3643263757,1.4885781531,25.523917995,5.2237762238,0.4243532793,0.0,0.0,1.0,0.0,1.0,1.693627451,5.0,-0.381735816,-0.931922111,-0.299755538,-1.735160604,-1.617778019,-0.119085212,-768.0310877,0.0650286707,10.689783488,-9.6974e-05,0.001183432,0.0020053476,0.0135660331,0.0861075269,-0.077774613,2.0,-0.003537859,0.5544908159,0.0602316596,2.0,9.5673152709,0.7520100216,0.0,0.1641791016,0.0557235499,0.0774530578,1.288195961,6.6690982139,7.3464966e-07,1.3516063e-08,1.7183081553,2.9525829167,-8.402125113,0.1202800265,-0.561403532,0.3969433196
88867,0.8067082683,0.0188767551,-0.155766814,0.0,0.2674206968,0.7691107644,0.0924895688,0.0220182578,0.4058039138,0.0162504954,0.0252192982,0.0600364015,9.0,-0.012455342,-0.0625,-0.016295311,-0.04698881,-0.081300552,0.3787119167,-0.008312511,0.0209615321,0.6681456755,0.0,3.0631016043,-0.422075635,2.5615945552,-0.403640994,1.6161285035,4.1550779604,0.1681350593,0.0,0.0,0.0,0.0,0.0,0.5207147323,4.0,-3.991964604,-0.238859303,0.4197049807,-1.550352723,2.7063178978,0.0770213547,-1347.301769,0.0266488737,11.198861771,0.0030016218,0.0112383834,0.0147578204,-0.01467363,0.457687323,0.0080382331,0.0,-0.000365217,-0.676985217,0.095238097,5.0,12.205351135,1.7228905492,0.0,0.0833333358,0.0429998802,0.0591822474,0.6829793299,4.275788468,8.4561952e-08,1.3344704e-08,1.2418902376,1.5422913623,-0.364775925,0.0690966485,0.9409090885,0.0921100682
21785,0.4619237001,0.110610301,3.3866686114,0.0,0.3257819021,1.8583787499,0.2221919302,0.1007190296,1.6839014216,0.0072700297,-0.091367222,-0.028752394,10.0,0.0297337549,0.0583333333,0.0759084914,-0.886959156,0.0426200196,0.3674963397,0.042702673,0.2935870641,0.4991092051,0.0,1.9628832024,-0.049476597,1.0105143147,-0.186129958,27.603267211,8.8615845664,0.3520835725,0.0,0.0,1.0,0.0,0.0,3.3661863381,3.0,15.060731019,-0.171871621,0.0134023448,-1.940252807,0.5410829534,0.046899049,-1344.20867,0.0297952462,9.590231229,-0.001427082,0.0334995326,0.0567481964,-0.05887956,0.0854692331,-0.001422966,1.0,-0.007855845,0.0390994327,-0.159840614,3.0,9.3583292497,0.6988629563,0.0,0.0869565234,0.0424316938,0.0674699941,0.9028131729,1.9785366797,9.7129096e-07,3.5480879e-08,2.6710800675,7.1346687272,-0.026058663,0.0776959405,-0.184684675,0.0921100682
10044,0.1581882065,0.0329208677,20.826479438,0.0033990223,0.0718377635,0.3575084021,0.2530839634,0.3398576512,0.9243772242,0.4014129737,0.1647058824,0.0533531928,9.0,0.0496197719,1.3382352941,0.3376679051,0.2332864618,0.1257123766,0.153173873,0.262455516,0.4437086093,0.5587305777,0.0,2.6159110351,-0.309830422,1.6886227545,-0.311337537,9.3891675025,10.922987165,0.6836384439,0.0,0.0,1.0,1.0,0.0,1.4179156501,6.0,0.0501508499,1.2809355869,-0.354898216,0.8842097414,-0.958820638,-0.014652145,-1854.214983,0.0350142835,10.770419959,0.0262390671,0.0570584761,0.0957004161,0.0385116784,0.0431326936,0.0067847746,3.0,0.0002714286,0.3037149016,0.00132275,5.0,9.4689475876,0.1757438225,0.0,0.1176470593,0.0398875909,0.0356568889,1.3696395014,1.5055869549,2.7915215e-06,1.9090910065,0.0799130379,0.0063860936,0.734418439,0.0614111047,0.2847896501,0.113296425
10048,-0.356837314,-0.06996049,8.9010681775,0.0,2.079338843,0.5486680557,0.0521571925,0.0360127167,0.2113389961,0.0869538828,0.0456693551,0.1555212983,9.0,-0.001311273,0.0869565217,0.0853820723,0.0712434695,0.0201875744,0.3224550299,0.0195268987,0.1319005008,0.226075331,0.0,1.0817017801,0.159895449,1.0817017801,0.1834598247,5.5267708287,20.560897964,0.0630402948,0.0,0.0,1.0,0.0,0.0,-0.714460272,5.0,-0.218499122,-0.217343433,-0.655952796,-0.374641659,0.0955968813,0.1130647313,-2718.3914,0.0517389473,12.483242628,0.0004150573,-0.011039124,0.0891814932,0.0139102626,0.0829906972,0.2668704073,0.0,-0.006349206,-0.490652376,0.0238624318,3.0,11.420322118,0.4046849279,0.0,0.074626863,0.0314452186,0.0374876588,0.8003844721,1.4146432851,1.0402932e-07,4.9796716e-08,1.8329155729,3.3595794972,0.1629689939,0.0563868198,0.2330508448,0.2001894463
10175,1.6914588057,0.0775510204,-24.53369763,0.0,4.4688838498,6.4756865709,0.0849662413,0.0256040268,0.5840184564,0.9551724138,-0.139197872,0.2147140338,9.0,-0.00560774,0.0397830018,0.0655357113,0.0325347306,0.0081733392,0.2686407126,0.0181040268,1.0753678744,0.6221587377,0.0,8.1625302663,0.3255247341,4.9410562954,0.3483664102,117.04007286,2.0334182503,0.0500336444,0.0,0.0,1.0,0.0,0.0,3.8252133053,7.0,-0.100880765,-0.164711235,1.1867023288,0.3374255474,1.5184048957,0.2021601447,-474.4084632,0.0468705139,9.5026647771,-0.003178958,-0.004511588,-0.0180745,0.2150391021,0.0039663201,-0.025954997,1.0,-0.017705848,2.1999937129,-0.158192346,2.0,8.4838432117,0.5753758293,0.0,0.2307692319,0.0695598922,0.0623489719,1.4183377427,7.3964252343,3.002343e-06,2.8636363823,1.8875090101,3.5626902631,0.8085687575,0.1868765773,-1.062684656,-0.06036488
10250,-0.357218001,0.2083459965,-26.20236156,0.0974400935,3.0045587376,8.2638924605,0.1571346043,0.07614412,0.4374510462,-0.45469223,0.0154225397,0.1340970193,8.0,-0.008946617,0.0157480315,0.3828435515,0.1593988625,0.3217564049,0.115180798,0.0618216404,-0.369012223,0.5345697427,0.0,1.0368848449,0.1337542343,0.648762352,0.2302166185,143.92833876,7.2246566383,0.1162265571,0.0,0.0,0.0,1.0,0.0,-2.305583086,6.0,0.1216962888,-0.463931477,-0.59564447,1.737807434,-1.317258545,0.4507629515,-249.904169,0.4846769348,8.5366035849,0.0005598477,0.0101301775,0.0524895757,0.5590834207,0.0135397334,-0.041557803,0.0,0.0016474465,1.1209145597,-0.03888889,3.0,8.3258662072,1.7681443703,0.0,0.2222222239,0.0775695238,0.0638078747,1.084275874,5.1829751311,2.9895344e-06,1.5847863e-08,1.8798612315,3.5338782498,-0.75886845,0.1372073158,0.1388888989,0.0758712206
10216,1.1923166455,0.2238787292,-0.758192639,0.0,0.1036312598,0.9077949787,-0.059387755,0.2343888201,0.6072881656,0.0287980563,0.1722689076,0.1606470247,9.0,0.0281846251,-0.034482759,0.2006877917,0.0009014669,0.062838156,0.2912032356,0.0279497612,0.2401004443,0.5556316996,0.0,9.8,0.2021905805,8.2185185185,0.2371963361,2.3522617902,4.3526268923,1.8972198821,0.0,0.0,0.0,0.0,0.0,0.662545876,6.0,0.3638641881,-0.551299648,1.0323253996,7.9028415307,-0.828368358,0.1377151801,-506.6832359,0.0991112115,8.5231379861,0.0,0.018916595,0.0205607477,0.0355657172,0.3798574694,0.0745007517,0.0,0.0132101235,1.076291146,0.2800000012,3.0,8.1201425819,0.6584738497,0.0,0.1052631587,0.0530321771,0.0695652412,0.9626760158,4.1404960567,2.8074494e-06,2.5300202e-08,0.1813403642,0.0328843277,1.2275500335,0.1435364969,0.1011904975,0.2318921706
10361,1.9330987711,0.0127479476,-37.39297945,0.0,1.828055683,7.5230227933,0.0316288296,0.0454700079,0.4250481914,0.0,0.0899969596,-0.234358268,9.0,0.0765009147,-0.103448276,-0.173840003,-0.359805901,-0.011844025,0.153129908,0.0874248781,0.0065848866,0.5977998644,0.0,2.3866046031,-0.16198905,1.1822256702,-0.235541984,126.31335616,5.8272375385,0.0867035205,0.0,0.0,1.0,0.0,0.0,0.7428176942,2.0,0.0076549723,-0.39492951,1.3501112399,-0.705750069,-2.117588985,-0.157987538,-482.030954,0.0687928111,9.0956026945,0.0156763805,0.0302879133,0.0721153846,0.3441945847,0.015835141,0.0101172958,1.0,0.1148335118,15.802147239,0.1483024629,1.0,6.4967749902,0.1119336025,0.0,0.1538461596,0.1002812315,0.139983902,1.523324103,2.1051193725,3.61428e-05,9.545454634,0.1425342599,0.0203160152,1.2551559067,0.1268053196,0.8857143209,-0.132135327
10406,0.4204167772,-0.043573315,-5.009593679,0.0,0.8109590426,2.7487078389,-0.020863821,-0.088220983,0.7900587641,0.0099552016,-0.09053288,0.0922015392,8.0,-0.029563208,-0.067226891,0.2778952811,0.4036382231,-0.095705418,0.5681175806,-0.015720328,-0.083728104,0.449801601,0.0,1.1411764706,0.0429217841,0.7622214103,0.049917206,122.74717833,5.7761844062,0.0084909301,0.0,0.0,1.0,0.0,0.0,2.2519554919,5.0,0.0663058022,-0.113242166,-0.179368853,-0.723795881,-0.206072971,0.0865488255,-323.0921325,0.0722725542,10.841813711,-0.003029826,-0.126939534,-0.639590592,-0.126521187,0.0290428143,-0.004367999,1.0,-0.127000276,-0.797363164,0.0025438108,3.0,10.126568602,1.1270884689,0.0,0.1000000015,0.0304131502,0.0480041785,0.7900841473,4.7438158741,1.030127e-07,1.6644098e-08,1.8371594407,3.3751548105,0.6005643968,0.0953614282,-0.282051293,0.0888707933
39416,0.2627465041,0.0987880961,1.703698044,0.0111294371,0.4439153819,1.4929508785,0.176371466,0.3548667944,1.0087062511,0.0152894066,0.032835024,0.1126712083,9.0,0.041112097,0.5263157895,0.2259280196,-0.285911689,0.0129513645,0.5699831366,0.1098728887,0.8364073777,0.4296882149,0.0,1.2948453608,-0.229357421,0.7449189985,0.0198440954,15.907090465,7.8385542169,0.3149047932,1.0,0.0,0.0,0.0,0.0,4.4113873296,5.0,0.0375918181,0.4803005144,-0.337039127,0.2261291925,-1.071109156,0.1070184946,-334.1592575,0.0722725542,10.131578844,-0.016622059,0.0236158489,0.0296247531,-0.020494854,0.2411058723,0.0147059006,1.0,0.0003503394,0.2379041671,0.0263157897,6.0,8.7434120092,0.4976649154,0.0,0.0526315793,0.0278519791,0.0430857748,0.9147523038,4.9579400826,2.7265365e-07,1.9244691e-08,0.2583970307,0.0667690255,1.2799444142,0.0799248697,-0.381481493,0.0888707933
10434,0.1472101033,-0.180028004,-1.029503621,0.0608339729,0.7832982355,3.3739819181,-0.319771109,-0.118415006,0.5190426255,8.7203e-05,-0.104307338,0.2301065304,9.0,-0.207980653,-0.090225564,0.0442014469,0.0007959737,0.03137498,0.7378462053,-0.188902373,-0.612175994,0.6364853183,0.0,4.1747476916,0.0983018717,2.9379643547,0.5446574621,8.3678535506,5.3823042286,-0.130899377,0.0,0.0,0.0,1.0,0.0,2.7291920422,6.0,3.2563546086,-0.686534214,-0.496460828,-2.907796076,-1.147224682,0.1482082755,-267.7068558,0.1097141868,10.956753739,0.0,-0.060360896,-0.109744623,-0.079165277,0.221461889,-0.106981489,0.0,-0.128372093,-0.43565048,0.0865546223,2.0,10.538634789,0.8754795954,0.0,0.1111111119,0.0545314974,0.0788469905,0.7618779382,4.8608730289,1.0913774e-07,1.6162779e-08,1.7262956995,2.980096842,0.257690484,0.0574965304,-0.284313731,0.1321878328
79327,1.1923632031,0.1721321711,-4.929121639,0.0,3.8219253518,6.9264622727,0.0394380719,0.101090778,0.2763454431,0.110982906,0.0696485403,-0.154315486,10.0,0.109570351,0.1437908497,0.0543935408,-0.068793825,0.1231503458,1.7420418602,0.1156044352,0.2290018195,0.5667144354,0.0,17.075344432,-0.260041291,1.9491963261,-0.280442785,29.297273832,21.567557203,0.0673935249,0.0,0.0,1.0,0.0,0.0,1.0754030381,2.0,0.2333397114,-0.23238181,0.5789366354,-1.949172514,-1.086492727,-0.827118673,-987.8533335,0.1267572947,9.1917689864,-0.009158929,0.0121776693,0.0516112227,0.6071630839,0.0471492664,0.0006430753,2.0,-0.007348356,0.2035890534,0.0833333358,2.0,9.0963874919,0.7640968826,0.0,0.1428571492,0.0896675524,0.0885780886,1.5167693997,6.2652827593,9.6215312e-06,2.1468448e-08,3.2459984488,10.576080688,-0.270176363,0.1131532228,-0.265000006,0.1036811841
70148,0.2197929354,0.0321268723,10.186710221,0.0,0.1167249066,0.5307803317,0.2019230769,0.1604907282,0.5826927301,1.4206411259,-0.024707313,0.0558649097,8.0,0.0100207677,0.0366972477,0.1432574911,0.3441626683,0.1651122426,0.1565331092,0.1496030874,0.2906448683,0.532538474,0.0,2.0323391612,0.4895208909,1.751914067,0.5087017,7.8304697987,8.0587097665,0.4008005234,0.0,0.0,1.0,0.0,0.0,0.9794838916,5.0,-1.581105412,-0.139107857,-0.132562916,-11.22899268,0.414364385,0.0131816188,-365.5795118,0.1088391198,11.804773846,0.0046830078,0.0312576379,0.0435819765,0.0495457166,0.1046079385,0.0829536053,2.0,-0.002666667,1.4264933457,-0.13813814,5.0,11.35163813,0.5798416611,0.0,0.0679611638,0.0264132658,0.0309797517,0.7424422147,1.6286571327,9.8883397e-08,3.8995152e-08,2.0318720369,4.1285039745,-0.142060431,0.0700405952,0.6119104776,0.2318921706
75510,0.2263539731,0.0031264402,3.4779873114,0.0051626651,0.0836155504,0.2962273594,0.5317376068,0.7724954236,0.4778205353,0.3538645471,1.2887604786,0.070621175,9.0,0.0112592332,0.5835835836,0.9070303104,-0.031026516,-0.123597557,1.0201258183,0.1595153219,0.6361633688,0.7923231511,0.0,3.1550802456,-0.235749663,3.0980726833,-0.239283121,1.4930862224,6.1890769788,0.3811032196,0.0,0.0,0.0,0.0,0.0,0.6040004012,4.0,-0.009823144,0.0667666946,0.0663627273,9.3525578831,4.8134043204,0.0476893303,1505.8822884,0.0991112115,15.11677848,-0.016665061,-0.114598307,-0.143630571,0.0391075101,0.640060879,0.1030123357,0.0,0.0003030303,1.2412074377,0.0325667933,5.0,16.352179775,4.4483508041,0.0,0.0560747646,0.0314640301,0.0371384801,0.589233523,19.908976417,3.032038e-10,3.7199729e-09,2.0827402244,4.3378068424,-0.068765012,0.0732301445,0.8614983852,0.2318921706
10634,0.6516827299,-0.379222232,-3.125272926,0.0,0.6197490246,2.2551188269,0.0066594096,-0.226327571,0.3176478733,0.0,0.0099505562,0.321119576,8.0,-0.070782643,-0.26440678,-0.241336634,0.05046749,0.0713933216,0.1553892527,-0.096489811,-0.367131966,0.5697791135,0.0,1.2009056973,-0.286477153,0.9949819472,-0.238719066,25.965502183,4.3278986826,-0.522985148,0.0,0.0,0.0,0.0,0.0,0.491768259,3.0,0.0287218278,-0.900391705,0.1334610298,3.0388943981,-0.116620815,0.3098763024,-95.15563967,0.0662552571,10.349266526,0.0039942583,0.025852147,0.0470689377,0.4247793317,0.0189965314,0.3665021917,3.0,0.0321470316,4.9101253532,0.2563636377,3.0,9.7242113539,0.4866632249,0.0,0.184210524,0.0641938998,0.0520872668,1.98998486,4.7696116556,4.8686018e-06,1.9090909433,0.2690672866,0.0723972047,0.7133330739,0.0933778477,-0.558712128,0.0304791254
10800,0.2629417879,0.0315835066,7.7570819754,0.0,0.2840956341,1.1044352044,0.1148408613,0.1090232166,0.4881458326,1.2977707006,0.0411428571,0.0182605683,8.0,0.0021650068,0.1333333333,0.2041329027,-0.046407721,0.0366491704,0.3327989006,0.0525446946,0.1930665828,0.6136709105,0.0,2.2342241379,0.0775438076,1.5456896552,0.1585374795,15.980947606,5.2493412385,0.2038073908,0.0,0.0,0.0,0.0,0.0,1.0607656631,7.0,-0.194935455,-0.215769863,-0.286756208,-0.748933556,-0.570045966,-0.005468074,-72.43461642,0.0594298188,10.368682765,0.0051068845,0.0228028504,0.0474402056,0.0420452203,0.0325464839,-0.009393342,3.0,0.0038709677,0.1850552869,-0.09808103,4.0,9.0793771075,0.4129574679,0.0,0.2352941185,0.0762631324,0.0829529777,1.4074687782,4.0159919373,3.405559e-06,2.9376906e-08,1.48759991,2.2129534922,-0.355366186,0.0873029358,0.3380434852,0.0304791254
89659,0.1359161681,0.0124962855,10.778769606,0.0109174296,0.0557354071,0.2710877622,0.1114457831,0.5765174423,1.1216166384,0.1772723732,-0.157102157,0.0353807252,9.0,-0.019006727,0.2203389831,0.2943973272,0.1889155996,0.0954765533,0.2880242547,0.1757504241,1.4532059585,0.727013052,0.0,2.6242645567,1.068820718,2.2584702779,1.7626868981,3.5906606464,11.351990984,0.5407832744,0.0,0.0,1.0,1.0,0.0,2.4117551813,7.0,-0.387982646,-1.511583128,-0.374158735,-2.300240543,-1.576893727,-0.028564236,-689.3652127,0.0650286707,12.372461701,0.0074321413,0.0560733195,0.0705218069,0.0312308198,0.546786189,-0.077207661,3.0,0.0048979592,5.3776750997,0.2276608907,6.0,13.116680259,3.2848757337,0.0,0.0625,0.0282098621,0.0466501942,0.7633760734,12.452032945,8.2288445e-09,5.6995433e-09,2.0078653124,4.0315231126,-0.117148717,0.0835201152,1.2080622744,0.3969433196
